"A1BG" "A1CF" "A2M" "A2ML1" "A4GALT" "A4GNT" "AAAS" "AACS" "AADAC" "AADACL2" "AADACL3" "AADACL4" "AADAT" "AAGAB" "AAK1" "AAMP" "AANAT" "AARS" "AARS2" "AARSD1" "AASDH" "AASDHPPT" "AASS" "AATF" "AATK" "ABAT" "ABCA1" "ABCA10" "ABCA12" "ABCA13" "ABCA3" "ABCA4" "ABCA5" "ABCA6" "ABCA7" "ABCA8" "ABCA9" "ABCB1" "ABCB10" "ABCB11" "ABCB4" "ABCB5" "ABCB6" "ABCB7" "ABCB8" "ABCB9" "ABCC10" "ABCC11" "ABCC12" "ABCC2" "ABCC3" "ABCC4" "ABCC8" "ABCC9" "ABCD1" "ABCD2" "ABCD3" "ABCD4" "ABCE1" "ABCF1" "ABCF2" "ABCF3" "ABCG1" "ABCG2" "ABCG4" "ABCG5" "ABCG8" "ABHD1" "ABHD10" "ABHD11" "ABHD12" "ABHD12B" "ABHD13" "ABHD14A" "ABHD14B" "ABHD15" "ABHD2" "ABHD3" "ABHD5" "ABHD6" "ABHD8" "ABI1" "ABI2" "ABI3" "ABI3BP" "ABL1" "ABL2" "ABLIM1" "ABLIM2" "ABLIM3" "ABO" "ABR" "ABRA" "ABT1" "ABTB1" "ABTB2" "ACAA1" "ACAA2" "ACACA" "ACACB"
"TNBC.27" "-0.104200" "-0.285400" "-0.244500" "-0.244500" "-0.069700" " 0.725200" "-0.286000" " 0.027700" " 1.397100" " 1.397100" " 0.004400" " 0.004400" "-0.292800" " 0.184500" "-0.082600" "-0.310800" " 0.260500" "-0.297300" " 0.538700" "-0.205500" "-0.292800" "-0.284500" "-0.013300" "-0.205500" " 0.260500" " 0.567300" "-0.175400" " 0.260500" "-0.310800" " 0.532000" "-0.084450" " 0.103875" " 0.260500" " 0.260500" "-0.528500" " 0.260500" " 0.260500" " 0.222000" " 0.140400" " 0.250100" " 0.222000" " 0.119700" "-0.310800" " 0.313800" "-0.096900" " 0.027700" " 0.538700" "-0.297300" "-0.297300" "-0.252800" " 0.091500" "-0.213500" " 0.060300" " 1.462600" " 0.333500" " 0.327300" " 0.036800" "-0.270600" "-0.292800" " 0.538700" "-0.096900" " 0.553900" " 0.059700" "-0.292800" "-0.309600" " 0.383400" " 0.383400" " 0.353100" " 0.012600" " 0.168600" " 0.311400" "-0.287100" "-0.237500" " 0.020200" " 0.020200" "-0.205500" " 0.209500" " 0.345000" " 0.289700" " 0.020200" "-0.168800" " 0.124600" "-0.310800" " 0.058100" " 0.012600" "-0.177700" " 0.128000" "-0.165600" "-0.027400" "-0.259700" "-0.177700" "-0.235400" " 0.728800" " 0.538700" " 1.149600" " 0.060300" "-0.218700" "-0.293600" "-0.205500" " 0.090400"
"normal.102" " 0.50150" "-0.27160" "-0.03700" "-0.03700" "-0.01990" " 0.05290" "-0.25490" "-0.30010" " 0.05960" " 0.05960" "-0.01040" "-0.01040" "-0.24620" " 0.24070" " 0.40550" "-0.26400" "-0.27360" "-0.03540" " 0.04230" "-0.26010" "-0.25140" " 0.03440" " 0.35740" "-0.26010" "-0.27360" " 0.10550" "-0.04880" "-0.24640" "-0.26400" " 0.21130" " 0.15900" "-0.25470" "-0.24640" "-0.24640" " 0.08720" "-0.24640" "-0.24640" " 0.23680" " 0.24550" "-0.23650" " 0.23680" " 0.21420" "-0.26400" " 0.01950" " 0.34320" "-0.30010" " 0.03260" "-0.04050" "-0.04050" "-0.27770" "-0.26010" "-0.26850" " 0.22720" "-0.02380" " 0.00800" " 0.91270" "-0.25470" "-0.26810" "-0.24510" " 0.03260" " 0.34320" " 0.05960" "-0.01740" "-0.25140" " 0.01400" " 0.22640" " 0.22640" " 0.13070" " 0.05750" " 0.16540" " 0.22460" "-0.26340" " 0.01690" "-0.05900" "-0.05900" "-0.26010" " 0.23800" "-0.11620" "-0.05610" " 0.06960" " 0.10990" " 0.43740" "-0.23650" "-0.26010" " 0.06590" "-0.04880" " 0.23240" "-0.27770" "-0.31970" "-0.26670" "-0.04880" "-0.31700" " 0.61990" " 0.03260" " 0.05290" " 0.22935" "-0.04830" "-0.11320" "-0.26010" "-0.27590"
"normal.103" "-0.0045" "-0.0069" "-0.0062" "-0.0062" "-0.1501" "-0.0137" "-0.0134" "-0.0134" "-0.0137" "-0.0137" "-0.0150" "-0.0150" "-0.0195" "-0.0020" "-0.0107" "-0.0133" " 0.5040" "-0.7889" "-0.0157" " 0.5040" "-0.0144" "-0.0142" "-0.0194" " 0.5040" " 0.5040" " 0.9889" "-0.0095" " 0.5040" "-0.0133" "-0.0119" " 0.9889" "-0.0150" " 0.5040" " 0.5040" "-0.0045" " 0.5040" " 0.5040" "-0.0194" "-0.0150" "-0.0133" "-0.0194" "-0.0119" "-0.0133" " 0.0181" "-0.0194" "-0.0134" "-0.0157" " 1.1768" " 1.1768" "-0.0069" " 0.5040" "-0.0183" "-0.0164" "-0.0134" " 0.0181" "-0.0134" "-0.0150" "-0.0948" "-0.0220" "-0.0157" "-0.0194" "-0.0137" "-0.0044" "-0.0413" "-0.0142" "-0.0077" "-0.0077" "-0.0077" "-0.0137" "-0.0194" "-0.0136" "-0.0948" "-0.0183" "-0.0137" "-0.0137" " 0.5040" " 0.0015" " 0.0473" "-0.0137" "-0.0137" "-0.0045" "-0.0069" "-0.0133" " 0.5040" "-0.0137" "-0.0095" "-0.0150" "-0.0069" "-0.0144" "-0.0178" "-0.0095" "-0.8492" " 1.2841" "-0.0157" "-0.0137" "-0.0164" "-0.0137" " 0.0394" " 0.5040" "-0.0134"
"normal.104" " 0.0088" " 0.0263" " 0.0097" " 0.0097" "-0.0049" " 0.0255" " 0.0233" " 0.0071" " 0.0255" " 0.0255" " 0.0203" " 0.0203" " 0.0306" " 0.0203" " 0.0173" " 0.0912" " 0.0153" " 0.0301" " 0.0270" " 0.0153" " 0.0306" "-0.3993" " 0.0252" " 0.0153" " 0.0153" " 0.0301" " 0.0206" " 0.0153" " 0.0912" " 0.0252" " 0.0301" " 0.0203" " 0.0153" " 0.0153" " 0.0008" " 0.0153" " 0.0153" " 0.0252" " 0.3244" " 0.0912" " 0.0252" " 0.0252" " 0.0912" " 0.0168" " 0.0252" " 0.0071" " 0.0270" " 0.0301" " 0.0301" " 0.0263" " 0.0153" " 0.0255" " 0.0355" " 0.0233" " 0.0168" " 0.0233" " 0.0203" " 0.0231" " 0.0306" " 0.0270" " 0.0252" " 0.3029" " 0.0277" " 0.0306" "-0.3993" " 0.0173" " 0.0173" " 0.0173" " 0.0255" " 0.0252" " 0.0169" " 0.0231" " 0.0255" " 0.0255" " 0.0255" " 0.0153" " 0.0203" " 0.0245" " 0.0255" " 0.0255" " 0.0088" " 0.0263" " 0.0912" " 0.0153" " 0.0255" " 0.0206" " 0.3244" " 0.0263" " 0.0306" " 0.0344" " 0.0206" "-0.3725" " 0.0542" " 0.0270" " 0.0255" " 0.0355" " 0.0255" "-0.1030" " 0.0153" " 0.0071"
"normal.105" "-0.0673" "-0.3256" " 0.0712" " 0.0712" " 0.0871" " 0.1312" "-0.0333" "-0.3524" " 0.1312" " 0.1312" "-0.0712" "-0.0712" "-0.0809" "-0.0682" "-0.0589" "-0.3429" " 0.1480" "-0.3491" "-0.0831" " 0.1480" "-0.0809" " 0.1176" "-0.1098" " 0.1616" " 0.1480" " 0.1634" " 0.1226" " 0.1480" "-0.3429" " 0.1275" " 0.1634" "-0.0712" " 0.1480" " 0.1480" "-0.0603" " 0.1480" " 0.1480" "-0.1098" " 0.6471" "-0.3429" "-0.1098" " 0.1275" "-0.3429" " 0.0132" "-0.1098" "-0.0385" "-0.0831" "-0.3491" "-0.3491" "-0.3256" " 0.1480" "-0.3563" " 0.1176" " 0.0692" " 0.0132" "-0.0406" "-0.0712" "-0.3526" "-0.0809" "-0.0831" "-0.1098" " 0.1367" " 0.1556" "-0.0809" " 0.1176" "-0.0559" "-0.0559" "-0.0559" " 0.1312" "-0.1098" " 0.1444" "-0.3526" "-0.3563" " 0.1501" " 0.1501" " 0.1531" "-0.0682" "-0.0955" " 0.1213" " 0.1501" "-0.0603" "-0.3256" "-0.3429" " 0.1480" " 0.1312" " 0.1336" " 0.6305" "-0.3256" " 0.1596" " 0.1101" " 0.1336" "-0.3411" " 0.9618" "-0.0831" " 0.1312" " 0.1176" " 0.1950" "-0.0955" " 0.1616" "-0.0585"
"normal.106" " 0.11120" " 0.12710" " 0.27450" " 0.27450" " 0.27140" "-0.29240" " 0.11090" "-0.07260" "-0.29240" "-0.29240" "-0.05140" "-0.05140" "-0.06430" "-0.06410" " 0.38060" " 0.07900" " 0.14370" "-0.05550" "-0.29030" "-0.27160" " 0.07480" " 0.24160" " 0.07690" "-0.27160" " 0.14370" "-0.26670" " 0.22590" " 0.11300" " 0.07900" "-0.05960" "-0.27290" "-0.27660" " 0.11300" " 0.11300" "-0.05290" " 0.11300" " 0.11300" "-0.16670" " 0.24680" " 0.07900" "-0.06140" "-0.07150" " 0.07900" " 0.05170" "-0.14150" "-0.07260" "-0.29030" " 0.12240" " 0.12240" "-0.03780" " 0.12310" "-0.01135" "-0.28420" " 0.10050" "-0.11720" " 0.10050" "-0.27660" "-0.07860" "-0.06430" " 0.10580" "-0.14150" " 1.07120" " 0.14300" "-0.25720" " 0.27240" "-0.07580" "-0.07580" "-0.07580" " 0.10020" " 0.10740" " 0.12910" "-0.07350" " 0.10120" " 0.11050" " 0.11050" " 0.39840" "-0.06600" " 0.38770" " 0.11050" " 0.11050" " 0.10910" "-0.28350" " 0.07900" "-0.27160" " 0.08460" " 0.11340" " 0.04400" "-0.04480" "-0.56940" "-0.07540" " 0.11340" "-0.27790" " 0.65870" " 0.10580" "-0.29240" "-0.28420" " 0.11050" "-0.06580" "-0.27160" "-0.07120"
"normal.107" " 0.2809" "-0.1594" " 0.0219" " 0.0219" "-0.1804" "-0.1491" "-0.1624" "-0.1612" "-0.1491" "-0.1491" " 0.0133" " 0.0133" "-0.1477" "-0.1589" " 0.0268" " 0.0247" "-0.1583" "-0.1578" " 0.4642" "-0.1583" " 0.3692" " 0.4364" " 0.0376" "-0.1583" "-0.1585" " 0.1994" "-0.0180" "-0.1583" " 0.0247" " 0.0376" " 0.1524" " 0.0387" "-0.1583" "-0.1583" "-0.1846" "-0.1583" "-0.1583" " 0.0376" " 0.0211" " 0.0247" " 0.0376" "-0.1528" " 0.0247" " 0.0266" " 0.0376" "-0.1612" " 0.4642" " 0.1994" " 0.1994" "-0.1594" "-0.1583" " 0.2010" " 0.1423" " 0.0676" " 0.0171" "-0.1624" " 0.0387" " 0.0364" "-0.1477" " 0.4314" " 0.0376" " 0.0341" "-0.0340" "-0.1477" " 0.4364" " 0.0232" " 0.0232" " 0.0232" "-0.1491" " 0.0376" " 0.6990" " 0.0364" " 0.2010" "-0.1491" "-0.1491" "-0.1583" "-0.1631" " 0.1778" "-0.1491" "-0.1491" " 0.1541" "-0.1594" " 0.0247" "-0.1583" "-0.1491" "-0.0312" " 0.0211" "-0.1594" "-0.3862" " 0.0466" "-0.0312" "-0.1583" " 0.0348" " 0.4682" "-0.1491" " 0.1423" "-0.1491" " 0.1903" "-0.1583" "-0.1612"
"normal.108" " 0.0023" "-0.0002" "-0.0023" "-0.0023" "-0.0004" "-0.0012" "-0.0023" "-0.0023" "-0.0012" "-0.0012" " 0.0002" " 0.0002" "-0.0001" " 0.0015" "-0.0007" " 0.0001" "-0.0006" "-0.0965" " 0.0001" "-0.0006" "-0.0001" "-0.0001" "-0.0053" "-0.0006" "-0.0006" "-0.0012" " 0.0008" "-0.0006" " 0.0001" "-0.0053" "-0.0012" " 0.0002" "-0.0006" "-0.0006" " 0.0028" "-0.0006" "-0.0006" "-0.0053" " 0.0842" "-0.0007" "-0.0053" "-0.0053" " 0.0001" " 0.0021" "-0.0048" "-0.0023" " 0.0001" "-0.0965" "-0.0965" "-0.0002" "-0.0006" " 0.0007" "-0.0001" "-0.0023" " 0.0021" "-0.0023" " 0.0002" "-0.0013" "-0.0001" " 0.0001" "-0.0048" "-0.0012" "-0.0013" "-0.0001" "-0.0001" "-0.0007" "-0.0007" "-0.0007" "-0.0012" "-0.0053" " 0.0004" "-0.0013" " 0.0007" "-0.0012" "-0.0012" "-0.0006" "-0.0010" " 0.0087" "-0.0012" "-0.0012" " 0.0028" "-0.0047" "-0.0037" "-0.0006" "-0.0012" " 0.0008" " 0.0848" "-0.0002" "-0.0001" "-0.0012" " 0.0008" "-0.0006" " 0.0005" " 0.0001" "-0.0012" "-0.0001" "-0.0012" " 0.0087" "-0.0006" "-0.0023"
"normal.109" " 0.009100" " 0.000100" "-0.012400" "-0.012400" "-0.063200" " 0.000000" "-0.021500" "-0.043200" " 0.026700" " 0.026700" "-0.035600" "-0.035600" " 0.044000" " 0.017400" "-0.003700" " 0.000700" "-0.046800" "-0.618000" "-0.023800" "-0.033500" " 0.008000" "-0.459100" " 0.088600" "-0.033500" "-0.046800" " 0.385100" " 0.011700" "-0.033200" " 0.045000" " 0.066150" " 0.350900" " 0.022100" "-0.009900" "-0.033200" "-0.005300" "-0.033200" "-0.033200" " 0.085300" " 0.710600" " 0.023800" " 0.085300" " 0.055600" " 0.000700" " 0.008300" " 0.049600" "-0.043200" "-0.023800" "-0.627500" "-0.774975" " 0.000100" "-0.033500" "-0.413700" "-0.007100" " 0.025000" " 0.012200" " 0.017100" " 0.022100" "-0.001100" " 0.019200" "-0.023800" " 0.042300" " 0.004200" "-0.019600" " 0.016000" "-0.526600" " 0.008300" " 0.008300" "-0.037900" " 0.003900" " 0.047100" " 0.406900" "-0.001100" "-0.413700" "-0.025000" "-0.025000" "-0.033500" " 0.040900" "-0.000500" "-0.025000" " 0.011900" "-0.005300" " 0.000100" " 0.006900" "-0.033500" " 0.039300" "-0.039300" " 0.700400" " 0.000100" "-0.008600" " 0.048200" "-0.039300" "-0.040900" " 0.086400" "-0.023800" " 0.000000" "-0.005000" " 0.019800" " 0.000400" "-0.033500" "-0.010700"
"normal.110" " 0.0136" "-0.0001" "-0.0021" "-0.0021" " 0.0125" "-0.0038" "-0.0021" "-0.0020" "-0.0038" "-0.0038" " 0.0021" " 0.0021" "-0.0087" " 0.0037" "-0.0025" "-0.0025" " 0.0083" "-0.2555" "-0.0050" " 0.0083" "-0.0087" "-0.0018" "-0.0049" " 0.0083" " 0.0083" " 0.0092" " 0.0002" " 0.0083" "-0.0025" "-0.0049" " 0.0092" " 0.0021" " 0.0083" " 0.0083" " 0.0136" " 0.0083" " 0.0083" "-0.0049" " 0.2108" "-0.0025" "-0.0049" "-0.0049" "-0.0025" " 0.0166" "-0.0057" "-0.0020" "-0.0050" "-0.2555" "-0.2555" "-0.0001" " 0.0083" "-0.0067" "-0.0018" "-0.0021" " 0.0166" "-0.0021" " 0.0021" "-0.0009" "-0.0087" "-0.0050" "-0.0057" "-0.0038" " 0.0009" "-0.0087" "-0.0018" "-0.0025" "-0.0025" "-0.0025" "-0.0038" "-0.0049" " 0.0063" "-0.0009" "-0.0067" "-0.0038" "-0.0038" " 0.0083" " 0.0037" "-0.0018" "-0.0038" "-0.0038" " 0.0136" "-0.0001" "-0.0025" " 0.0083" "-0.0038" " 0.0002" " 0.2108" "-0.0001" "-0.0087" " 0.2114" " 0.0002" " 0.0083" "-0.0054" "-0.0050" "-0.0038" "-0.0018" "-0.0038" "-0.0018" " 0.0083" "-0.0020"
"normal.111" " 0.17350" " 0.12020" " 0.12700" " 0.12700" "-0.43970" " 0.59220" " 0.15460" " 0.18270" " 0.54170" " 0.54170" "-0.44580" "-0.44580" " 0.09940" " 0.18240" " 0.14690" " 0.17280" " 0.17470" "-0.45900" " 0.13950" " 0.59790" " 0.13610" "-0.49870" "-0.52430" " 0.59790" " 0.17470" " 0.21620" "-0.47810" " 0.17470" " 0.17280" " 0.15205" " 0.17940" "-0.48640" " 0.17470" " 0.17470" " 0.17350" " 0.17470" " 0.17470" "-0.53470" " 0.89100" " 0.12410" "-0.53470" " 0.11600" " 0.17280" " 0.03130" "-0.52430" " 0.18270" " 0.13950" "-0.44900" "-0.44900" " 0.18720" " 0.59790" " 0.10460" "-0.48640" " 0.12700" "-0.00090" " 0.12700" "-0.48640" "-0.47630" " 0.11640" " 0.14070" "-0.52430" " 0.56700" " 0.16210" " 0.11640" "-0.44760" " 0.14220" " 0.14220" " 0.14940" "-0.18560" "-0.45950" " 0.18790" "-0.49990" " 0.12390" "-0.48870" "-0.48870" " 0.17190" " 0.18240" " 0.16160" "-0.49570" "-0.48870" " 0.17350" " 0.14130" " 0.10280" " 0.59790" "-0.17810" "-0.45300" " 0.57400" " 0.16280" " 0.20440" " 0.14240" "-0.45300" "-0.46340" " 0.54260" " 0.08270" " 0.17700" "-0.48640" "-0.49570" " 0.18480" " 0.59790" " 0.15530"
